,notebook,cell_id,lineno,end_lineno,col_offset,end_col_offset,type,type_details,output_type,effect_type,code
370,notebook_data_profililng.ipynb,62,29,29,36,94,Call1,fillna,internal,enforcing,data_no_nulls[column].fillna(data_no_nulls[column].mean())
371,notebook_data_profililng.ipynb,62,29,29,65,93,Call1,mean,internal,checking,data_no_nulls[column].mean()
372,notebook_data_profililng.ipynb,64,1,1,28,55,Call2,columns,internal,checking,list(data_no_nulls.columns)
373,notebook_data_profililng.ipynb,64,6,6,12,67,Call1,drop,internal,enforcing,"data_no_nulls.drop([feature], axis = 1, inplace = True)"
374,notebook_data_profililng.ipynb,69,4,4,32,65,Call1,astype,internal,enforcing,data_no_nulls[column].astype(str)
375,Python Analytics - Best Region for Undergrad Degrees.ipynb,2,2,2,0,19,Call1,head,revealing,checking,region_stats.head()
376,Python Analytics - Best Region for Undergrad Degrees.ipynb,3,3,3,0,37,Call1,size,internal,checking,"region_stats.groupby(""region"").size()"
377,Python Analytics - Best Region for Undergrad Degrees.ipynb,4,2,2,23,62,Call1,mean,internal,checking,region_stats.groupby(['region']).mean()
378,Python Analytics - Best Region for Undergrad Degrees.ipynb,4,3,3,14,62,Call1,drop,internal,enforcing,"grouped_region_stats.drop(columns=[""school_id""])"
379,Python Analytics - Best Region for Undergrad Degrees.ipynb,4,4,4,0,98,Assign2,,internal,enforcing,region_mean['earnings_cost_ratio'] = region_mean['earnings6years']/region_mean['tuition_in_state']
380,Python Analytics - Best Region for Undergrad Degrees.ipynb,4,8,8,16,39,Call1,drop,internal,enforcing,"region_mean.drop([0,9])"
381,Python Analytics - Best Region for Undergrad Degrees.ipynb,4,9,9,0,13,Expr1,,revealing,checking,mean_df_clean
382,Python Analytics - Best Region for Undergrad Degrees.ipynb,6,2,2,0,38,Assign1,,internal,checking,"y1 = mean_df_clean[""tuition_in_state""]"
383,Python Analytics - Best Region for Undergrad Degrees.ipynb,6,3,3,0,36,Assign1,,internal,checking,"y2 = mean_df_clean[""earnings6years""]"
384,Python Analytics - Best Region for Undergrad Degrees.ipynb,8,2,2,0,45,Assign1,,internal,checking,"y_axis = mean_df_clean[""earnings_cost_ratio""]"
385,Python Analytics - Best Region for Undergrad Degrees.ipynb,9,10,10,0,47,Assign1,,internal,checking,tuition_list = region_stats['tuition_in_state']
386,Python Analytics - Best Region for Undergrad Degrees.ipynb,9,13,13,24,51,Call1,quantile,internal,checking,tuition_list.quantile(0.25)
387,Python Analytics - Best Region for Undergrad Degrees.ipynb,9,17,17,19,46,Call1,quantile,internal,checking,tuition_list.quantile(0.50)
388,Python Analytics - Best Region for Undergrad Degrees.ipynb,9,21,21,25,52,Call1,quantile,internal,checking,tuition_list.quantile(0.75)
389,Python Analytics - Best Region for Undergrad Degrees.ipynb,9,25,25,24,48,Call1,quantile,internal,checking,tuition_list.quantile(1)
390,Python Analytics - Best Region for Undergrad Degrees.ipynb,9,29,29,0,13,Expr1,,revealing,checking,quartile_bins
391,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,2,2,0,100,Assign2,,internal,enforcing,"region_stats[""tuition_cost_tier""] = pd.cut(region_stats[""tuition_in_state""], bins, labels=bin_names)"
392,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,5,5,0,39,Assign1,,internal,checking,cost = region_stats['tuition_in_state']
393,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,6,6,0,42,Assign1,,internal,checking,earnings6 = region_stats['earnings6years']
394,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,7,7,0,44,Assign1,,internal,checking,earnings10 = region_stats['earnings10years']
395,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,10,10,0,52,Assign2,,internal,enforcing,region_stats['earnings_cost_ratio'] = earnings6/cost
396,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,11,11,0,61,Assign2,,internal,enforcing,region_stats['earnings_growth_y6_y10'] = earnings10/earnings6
397,Python Analytics - Best Region for Undergrad Degrees.ipynb,10,12,12,0,121,Assign2,,internal,enforcing,region_stats['weighted_growth_to_tuition'] = region_stats['earnings_cost_ratio'] * region_stats['earnings_growth_y6_y10']
398,Python Analytics - Best Region for Undergrad Degrees.ipynb,11,2,2,13,74,Call1,drop,internal,enforcing,"region_stats.drop(columns=['school_id', 'tuition_out_state'])"
399,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,2,2,0,71,Assign1,,internal,checking,"df0_10k = clean_info.loc[clean_info[""tuition_cost_tier""] == 'less_10k']"
400,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,2,2,10,71,Subscript1,,internal,enforcing,"clean_info.loc[clean_info[""tuition_cost_tier""] == 'less_10k']"
401,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,3,3,0,44,Assign1,,internal,checking,df0_10k_edit0 = df0_10k[df0_10k.region != 0]
402,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,3,3,16,44,Subscript1,,internal,enforcing,df0_10k[df0_10k.region != 0]
403,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,4,4,0,56,Assign1,,internal,checking,df0_10k_edit9 = df0_10k_edit0[df0_10k_edit0.region != 9]
404,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,4,4,16,56,Subscript1,,internal,enforcing,df0_10k_edit0[df0_10k_edit0.region != 9]
405,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,6,6,0,71,Assign1,,internal,checking,"df10_18k = clean_info.loc[clean_info[""tuition_cost_tier""] == '10k_18k']"
406,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,6,6,11,71,Subscript1,,internal,enforcing,"clean_info.loc[clean_info[""tuition_cost_tier""] == '10k_18k']"
407,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,7,7,0,46,Assign1,,internal,checking,df10_18k_edit = df10_18k[df10_18k.region != 9]
408,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,7,7,16,46,Subscript1,,internal,enforcing,df10_18k[df10_18k.region != 9]
409,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,9,9,0,70,Assign1,,internal,checking,"df18_32 = clean_info.loc[clean_info[""tuition_cost_tier""] == '18k_32k']"
410,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,9,9,10,70,Subscript1,,internal,enforcing,"clean_info.loc[clean_info[""tuition_cost_tier""] == '18k_32k']"
411,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,11,11,0,71,Assign1,,internal,checking,"df32 = clean_info.loc[clean_info[""tuition_cost_tier""] == 'greater_32k']"
412,Python Analytics - Best Region for Undergrad Degrees.ipynb,12,11,11,7,71,Subscript1,,internal,enforcing,"clean_info.loc[clean_info[""tuition_cost_tier""] == 'greater_32k']"
413,Python Analytics - Best Region for Undergrad Degrees.ipynb,13,2,2,18,58,Call1,mean,internal,checking,df0_10k_edit9.groupby(['region']).mean()
414,Python Analytics - Best Region for Undergrad Degrees.ipynb,13,4,4,19,59,Call1,mean,internal,checking,df10_18k_edit.groupby(['region']).mean()
415,Python Analytics - Best Region for Undergrad Degrees.ipynb,13,6,6,18,52,Call1,mean,internal,checking,df18_32.groupby(['region']).mean()
416,Python Analytics - Best Region for Undergrad Degrees.ipynb,13,8,8,15,46,Call1,mean,internal,checking,df32.groupby(['region']).mean()
417,Python Analytics - Best Region for Undergrad Degrees.ipynb,16,2,3,11,109,Call1,drop,internal,enforcing,"df0_10k_grouped.drop(['tuition_in_state','earnings6years',                                 'earnings10years','earnings_cost_ratio','earnings_growth_y6_y10'], axis = 1)"
418,Python Analytics - Best Region for Undergrad Degrees.ipynb,16,5,5,0,72,Call1,rename,internal,enforcing,table10k.rename(columns={'weighted_growth_to_tuition':'Worth-It Ratio'})
419,Python Analytics - Best Region for Undergrad Degrees.ipynb,18,6,6,0,48,Assign1,,internal,checking,"y_axis1 = df0_10k_grouped[""earnings_cost_ratio""]"
420,Python Analytics - Best Region for Undergrad Degrees.ipynb,18,7,7,0,49,Assign1,,internal,checking,"y_axis2 = df10_18k_grouped[""earnings_cost_ratio""]"
421,Python Analytics - Best Region for Undergrad Degrees.ipynb,18,8,8,0,48,Assign1,,internal,checking,"y_axis3 = df18_32_grouped[""earnings_cost_ratio""]"
422,Python Analytics - Best Region for Undergrad Degrees.ipynb,18,9,9,0,45,Assign1,,internal,checking,"y_axis4 = df32_grouped[""earnings_cost_ratio""]"
423,Python Analytics - Best Region for Undergrad Degrees.ipynb,19,2,2,0,17,Expr1,,revealing,checking,earningsgrowth10k
424,Python Analytics - Best Region for Undergrad Degrees.ipynb,19,3,3,0,7,Expr1,,revealing,checking,y_axis1
425,Python Analytics - Best Region for Undergrad Degrees.ipynb,20,2,2,0,18,Expr1,,revealing,checking,weighted_growth10k
426,NYSE-Data Analysis.ipynb,3,1,1,0,25,Subscript1,,internal,enforcing,"data[data.symbol == ""FB""]"
427,NYSE-Data Analysis.ipynb,3,1,1,0,32,Call1,head,revealing,checking,"data[data.symbol == ""FB""].head()"
428,NYSE-Data Analysis.ipynb,4,1,1,0,20,Call1,unique,internal,checking,data.symbol.unique()
429,NYSE-Data Analysis.ipynb,5,1,1,4,24,Call1,unique,internal,checking,data.symbol.unique()
430,NYSE-Data Analysis.ipynb,9,5,5,0,34,Assign1,,internal,checking,"aapl = data[data.symbol == ""AAPL""]"
431,NYSE-Data Analysis.ipynb,9,5,5,7,34,Subscript1,,internal,enforcing,"data[data.symbol == ""AAPL""]"
432,NYSE-Data Analysis.ipynb,12,3,3,0,28,Assign1,,internal,checking,"aapl_close = aapl[[""close""]]"
433,NYSE-Data Analysis.ipynb,12,4,4,0,22,Assign1,,internal,checking,"dates = aapl[[""date""]]"
434,NYSE-Data Analysis.ipynb,12,7,7,14,72,Call1,apply,internal,enforcing,aapl_close.apply(lambda x: np.log(x) - np.log(x.shift(1)))
435,NYSE-Data Analysis.ipynb,16,1,1,0,36,Assign1,,internal,checking,"googl = data[data.symbol == ""GOOGL""]"
436,NYSE-Data Analysis.ipynb,16,1,1,8,36,Subscript1,,internal,enforcing,"data[data.symbol == ""GOOGL""]"
437,college-summary.ipynb,7,1,1,9,89,Call1,concat,internal,enforcing,"pd.concat([old_df, f18_df], verify_integrity=True, ignore_index=True, sort=True)"
438,college-summary.ipynb,7,2,2,0,13,Call1,head,revealing,checking,all_df.head()
439,college-summary.ipynb,9,1,1,0,60,Assign2,,internal,enforcing,all_df['Created At DOW'] = all_df['Created At'].dt.dayofweek
440,college-summary.ipynb,10,5,5,14,92,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Created At DOW'].value_counts(normalize=True)"
441,college-summary.ipynb,10,6,6,14,92,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Created At DOW'].value_counts(normalize=True)"
442,college-summary.ipynb,12,23,23,22,78,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Column'].value_counts()"
443,college-summary.ipynb,12,24,24,22,78,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Column'].value_counts()"
444,college-summary.ipynb,14,1,1,0,68,Assign2,,internal,enforcing,all_df['Duration'] = (all_df['Completed At'] - all_df['Created At'])
445,college-summary.ipynb,15,5,5,14,122,Subscript1,,internal,enforcing,"get_semester_asana(all_df, sem)[(get_semester_asana(all_df, sem)['Duration'].astype('timedelta64[D]') < 30)]"
446,college-summary.ipynb,15,5,5,14,163,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)[(get_semester_asana(all_df, sem)['Duration'].astype('timedelta64[D]') < 30)]['Duration'].value_counts(normalize=True)"
447,college-summary.ipynb,15,5,5,47,115,Call1,astype,internal,enforcing,"get_semester_asana(all_df, sem)['Duration'].astype('timedelta64[D]')"
448,college-summary.ipynb,15,6,6,14,122,Subscript1,,internal,enforcing,"get_semester_asana(all_df, sem)[(get_semester_asana(all_df, sem)['Duration'].astype('timedelta64[D]') < 30)]"
449,college-summary.ipynb,15,6,6,14,163,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)[(get_semester_asana(all_df, sem)['Duration'].astype('timedelta64[D]') < 30)]['Duration'].value_counts(normalize=True)"
450,college-summary.ipynb,15,6,6,47,115,Call1,astype,internal,enforcing,"get_semester_asana(all_df, sem)['Duration'].astype('timedelta64[D]')"
451,college-summary.ipynb,16,2,2,26,98,Call1,dropna,internal,enforcing,all_df[all_df['Duration'].astype('timedelta64[D]') < 3]['Name'].dropna()
452,college-summary.ipynb,16,2,2,26,81,Subscript1,,internal,enforcing,all_df[all_df['Duration'].astype('timedelta64[D]') < 3]
453,college-summary.ipynb,16,2,2,33,76,Call1,astype,internal,enforcing,all_df['Duration'].astype('timedelta64[D]')
454,college-summary.ipynb,16,3,3,26,82,Subscript1,,internal,enforcing,all_df[all_df['Duration'].astype('timedelta64[D]') >= 3]
455,college-summary.ipynb,16,3,3,26,99,Call1,dropna,internal,enforcing,all_df[all_df['Duration'].astype('timedelta64[D]') >= 3]['Name'].dropna()
456,college-summary.ipynb,16,3,3,33,76,Call1,astype,internal,enforcing,all_df['Duration'].astype('timedelta64[D]')
457,college-summary.ipynb,18,5,5,14,81,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Due Date'].dropna().value_counts()"
458,college-summary.ipynb,18,5,5,14,66,Call1,dropna,internal,enforcing,"get_semester_asana(all_df, sem)['Due Date'].dropna()"
459,college-summary.ipynb,18,6,6,14,66,Call1,dropna,internal,enforcing,"get_semester_asana(all_df, sem)['Due Date'].dropna()"
460,college-summary.ipynb,18,6,6,14,81,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Due Date'].dropna().value_counts()"
461,college-summary.ipynb,20,1,1,0,63,Assign2,,internal,enforcing,all_df['Overdue'] = all_df['Completed At'] - all_df['Due Date']
462,college-summary.ipynb,21,5,5,14,85,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Overdue'].value_counts(normalize=True)"
463,college-summary.ipynb,21,6,6,14,85,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Overdue'].value_counts(normalize=True)"
464,college-summary.ipynb,22,5,5,14,85,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Overdue'].value_counts(normalize=True)"
465,college-summary.ipynb,22,6,6,14,85,Call1,value_counts,internal,checking,"get_semester_asana(all_df, sem)['Overdue'].value_counts(normalize=True)"
466,college-summary.ipynb,23,2,2,28,82,Subscript1,,internal,enforcing,all_df[all_df['Overdue'].astype('timedelta64[D]') < 0]
467,college-summary.ipynb,23,2,2,28,99,Call1,dropna,internal,enforcing,all_df[all_df['Overdue'].astype('timedelta64[D]') < 0]['Name'].dropna()
468,college-summary.ipynb,23,2,2,35,77,Call1,astype,internal,enforcing,all_df['Overdue'].astype('timedelta64[D]')
469,college-summary.ipynb,23,3,3,29,101,Call1,dropna,internal,enforcing,all_df[all_df['Overdue'].astype('timedelta64[D]') == 0]['Name'].dropna()
470,college-summary.ipynb,23,3,3,29,84,Subscript1,,internal,enforcing,all_df[all_df['Overdue'].astype('timedelta64[D]') == 0]
471,college-summary.ipynb,23,3,3,36,78,Call1,astype,internal,enforcing,all_df['Overdue'].astype('timedelta64[D]')
472,college-summary.ipynb,23,4,4,29,100,Call1,dropna,internal,enforcing,all_df[all_df['Overdue'].astype('timedelta64[D]') > 0]['Name'].dropna()
473,college-summary.ipynb,23,4,4,29,83,Subscript1,,internal,enforcing,all_df[all_df['Overdue'].astype('timedelta64[D]') > 0]
474,college-summary.ipynb,23,4,4,36,78,Call1,astype,internal,enforcing,all_df['Overdue'].astype('timedelta64[D]')
475,college-summary.ipynb,26,7,7,0,58,Assign2,,internal,enforcing,exam_counts['date']  = pd.to_datetime(exam_counts['date'])
476,Models.ipynb,2,2,2,0,14,Expr1,,revealing,checking,df_county_data
477,Models.ipynb,3,2,2,0,29,Assign1,,internal,checking,state=df_county_data['State']
478,Models.ipynb,3,3,3,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
479,Models.ipynb,3,4,4,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
480,Models.ipynb,5,1,1,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
481,Models.ipynb,5,2,2,0,41,Assign1,,internal,checking,"pov_rate = df_county_data[""Poverty Rate""]"
482,Models.ipynb,6,1,1,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
483,Models.ipynb,6,2,2,0,41,Assign1,,internal,checking,"pov_rate = df_county_data[""Poverty Rate""]"
484,Models.ipynb,7,7,7,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
485,Models.ipynb,7,8,8,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
486,Models.ipynb,7,9,9,0,41,Assign1,,internal,checking,"pov_rate = df_county_data[""Poverty Rate""]"
487,Models.ipynb,8,2,2,0,34,Assign1,,internal,checking,"x = df_county_data[""Poverty Rate""]"
488,Models.ipynb,8,3,3,0,37,Assign1,,internal,checking,"y = df_county_data[""Graduation Rate""]"
489,Models.ipynb,10,1,1,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
490,Models.ipynb,10,2,2,0,45,Assign1,,internal,checking,"house_size = df_county_data[""Household Size""]"
491,Models.ipynb,11,1,1,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
492,Models.ipynb,11,2,2,0,45,Assign1,,internal,checking,"house_size = df_county_data[""Household Size""]"
493,Models.ipynb,12,7,7,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
494,Models.ipynb,12,8,8,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
495,Models.ipynb,12,9,9,0,43,Assign1,,internal,checking,"pov_rate = df_county_data[""Household Size""]"
496,Models.ipynb,13,2,2,0,36,Assign1,,internal,checking,"x = df_county_data[""Household Size""]"
497,Models.ipynb,13,3,3,0,37,Assign1,,internal,checking,"y = df_county_data[""Graduation Rate""]"
498,Models.ipynb,15,1,1,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
499,Models.ipynb,15,2,2,0,48,Assign1,,internal,checking,"house_size = df_county_data[""Unemployment Rate""]"
500,Models.ipynb,16,1,1,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
501,Models.ipynb,16,2,2,0,48,Assign1,,internal,checking,"house_size = df_county_data[""Unemployment Rate""]"
502,Models.ipynb,17,7,7,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
503,Models.ipynb,17,8,8,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
504,Models.ipynb,17,9,9,0,46,Assign1,,internal,checking,"pov_rate = df_county_data[""Unemployment Rate""]"
505,Models.ipynb,18,2,2,0,39,Assign1,,internal,checking,"x = df_county_data[""Unemployment Rate""]"
506,Models.ipynb,18,3,3,0,37,Assign1,,internal,checking,"y = df_county_data[""Graduation Rate""]"
507,Models.ipynb,20,1,1,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
508,Models.ipynb,20,2,2,0,44,Assign1,,internal,checking,"house_size = df_county_data[""Median Income""]"
509,Models.ipynb,21,1,1,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
510,Models.ipynb,21,2,2,0,44,Assign1,,internal,checking,"house_size = df_county_data[""Median Income""]"
511,Models.ipynb,22,7,7,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
512,Models.ipynb,22,8,8,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
513,Models.ipynb,22,9,9,0,42,Assign1,,internal,checking,"pov_rate = df_county_data[""Median Income""]"
514,Models.ipynb,23,2,2,0,35,Assign1,,internal,checking,"x = df_county_data[""Median Income""]"
515,Models.ipynb,23,3,3,0,37,Assign1,,internal,checking,"y = df_county_data[""Graduation Rate""]"
516,Models.ipynb,25,1,1,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
517,Models.ipynb,25,2,2,0,66,Assign1,,internal,checking,"house_size = df_county_data[""Speak a language other than English""]"
518,Models.ipynb,26,1,1,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
519,Models.ipynb,26,2,2,0,66,Assign1,,internal,checking,"house_size = df_county_data[""Speak a language other than English""]"
520,Models.ipynb,27,7,7,0,45,Assign1,,internal,checking,"grad_rate = df_county_data[""Graduation Rate""]"
521,Models.ipynb,27,8,8,0,38,Assign1,,internal,checking,"county = df_county_data[""County Name""]"
522,Models.ipynb,27,9,9,0,64,Assign1,,internal,checking,"pov_rate = df_county_data[""Speak a language other than English""]"
523,Models.ipynb,28,2,2,0,57,Assign1,,internal,checking,"x = df_county_data[""Speak a language other than English""]"
524,Models.ipynb,28,3,3,0,37,Assign1,,internal,checking,"y = df_county_data[""Graduation Rate""]"
525,Models.ipynb,29,5,5,0,5,Expr1,,revealing,checking,lines
526,ml-live.ipynb,14,1,1,0,44,Assign1,,internal,checking,tollrides = trips[trips['tolls_amount'] > 0]
527,ml-live.ipynb,14,1,1,12,44,Subscript1,,internal,enforcing,trips[trips['tolls_amount'] > 0]
528,ml-live.ipynb,14,2,2,0,64,Subscript1,,internal,enforcing,tollrides[tollrides['pickup_datetime'] == '2012-09-05 15:45:00']
529,ml-live.ipynb,16,1,1,0,16,Call1,describe,revealing,checking,trips.describe()
530,ml-live.ipynb,18,2,2,10,34,Call1,copy,internal,checking,trips_in.copy(deep=True)
531,ml-live.ipynb,18,4,4,2,27,Delete1,,internal,enforcing,del trips['tolls_amount']
532,ml-live.ipynb,18,5,5,2,27,Delete1,,internal,enforcing,del trips['total_amount']
533,ml-live.ipynb,18,6,6,2,28,Delete1,,internal,enforcing,del trips['trip_distance']
534,ml-live.ipynb,18,7,7,2,30,Delete1,,internal,enforcing,del trips['pickup_datetime']
535,ml-live.ipynb,18,24,24,0,18,Call1,describe,revealing,checking,tripsqc.describe()
536,ml-live.ipynb,21,6,6,0,39,Assign1,,internal,checking,"df_train = shuffled.iloc[:trainsize, :]"
537,ml-live.ipynb,21,7,7,0,60,Assign1,,internal,checking,"df_valid = shuffled.iloc[trainsize:(trainsize+validsize), :]"
538,ml-live.ipynb,22,1,1,0,19,Call1,describe,revealing,checking,df_train.describe()
539,ml-live.ipynb,23,1,1,0,19,Call1,describe,revealing,checking,df_valid.describe()
540,ml-live.ipynb,28,10,10,17,47,Call1,mean,internal,checking,np.mean((actual-predicted)**2)
541,ml-live.ipynb,28,22,22,7,37,Call1,mean,internal,checking,df_train['fare_amount'].mean()
542,ml-live.ipynb,28,22,22,40,74,Call1,mean,internal,checking,estimate_distance(df_train).mean()
543,ml-live.ipynb,31,3,3,0,46,Assign1,,internal,checking,FEATURES = CSV_COLUMNS[1:len(CSV_COLUMNS) - 1]
544,ml-live.ipynb,31,4,4,0,22,Assign1,,internal,checking,LABEL = CSV_COLUMNS[0]
545,ml-live.ipynb,47,2,2,0,31,Assign2,,internal,enforcing,os.environ['PROJECT'] = PROJECT
546,ml-live.ipynb,47,3,3,0,29,Assign2,,internal,enforcing,os.environ['BUCKET'] = BUCKET
547,ml-live.ipynb,47,4,4,0,29,Assign2,,internal,enforcing,os.environ['REGION'] = REGION
548,ml-live.ipynb,47,5,5,0,31,Assign2,,internal,enforcing,os.environ['TFVERSION'] = '1.8'
549,hopper_miller_zhang_final0814.ipynb,3,4,4,0,45,Assign2,,internal,enforcing,breeds['Breed'] = breeds['Breed'].str.strip()
550,hopper_miller_zhang_final0814.ipynb,3,8,8,0,58,Assign2,,internal,enforcing,data['OutcomeSubtype'] = data['OutcomeSubtype'].fillna('')
551,hopper_miller_zhang_final0814.ipynb,3,8,8,25,58,Call1,fillna,internal,enforcing,data['OutcomeSubtype'].fillna('')
552,hopper_miller_zhang_final0814.ipynb,3,9,9,0,51,Assign2,,internal,enforcing,data['Female'] = 'Female' in data['SexuponOutcome']
553,hopper_miller_zhang_final0814.ipynb,3,10,10,0,49,Call1,fillna,internal,enforcing,"data['AgeuponOutcome'].fillna('', inplace = True)"
554,hopper_miller_zhang_final0814.ipynb,3,33,33,0,61,Assign2,,internal,enforcing,data['ConvertedAge']=data['AgeuponOutcome'].apply(ageConvert)
555,hopper_miller_zhang_final0814.ipynb,3,33,33,21,61,Call1,apply,internal,enforcing,data['AgeuponOutcome'].apply(ageConvert)
556,hopper_miller_zhang_final0814.ipynb,3,42,42,0,50,Assign2,,internal,enforcing,data['Female'] = data.SexuponOutcome.apply(female)
557,hopper_miller_zhang_final0814.ipynb,3,42,42,17,50,Call1,apply,internal,enforcing,data.SexuponOutcome.apply(female)
558,hopper_miller_zhang_final0814.ipynb,3,49,49,0,50,Assign2,,internal,enforcing,data['Intact'] = data.SexuponOutcome.apply(intact)
559,hopper_miller_zhang_final0814.ipynb,3,49,49,17,50,Call1,apply,internal,enforcing,data.SexuponOutcome.apply(intact)
560,hopper_miller_zhang_final0814.ipynb,3,56,56,0,50,Assign2,,internal,enforcing,data['MixedBreed'] = data.Breed.apply(mixed_breed)
561,hopper_miller_zhang_final0814.ipynb,3,56,56,21,50,Call1,apply,internal,enforcing,data.Breed.apply(mixed_breed)
562,hopper_miller_zhang_final0814.ipynb,3,64,64,0,46,Assign2,,internal,enforcing,data['TopBreed'] = data.Breed.apply(top_breed)
563,hopper_miller_zhang_final0814.ipynb,3,64,64,19,46,Call1,apply,internal,enforcing,data.Breed.apply(top_breed)
564,hopper_miller_zhang_final0814.ipynb,3,71,71,29,64,Subscript1,,internal,enforcing,breeds.loc[breeds['Breed'] == word]
565,hopper_miller_zhang_final0814.ipynb,3,73,73,15,29,Call1,mean,internal,checking,np.mean(ranks)
566,hopper_miller_zhang_final0814.ipynb,3,76,76,0,48,Assign2,,internal,enforcing,data['BreedRank'] = data.Breed.apply(breed_rank)
567,hopper_miller_zhang_final0814.ipynb,3,76,76,20,48,Call1,apply,internal,enforcing,data.Breed.apply(breed_rank)
568,hopper_miller_zhang_final0814.ipynb,3,82,82,0,44,Assign2,,internal,enforcing,data['PitBull'] = data.Breed.apply(pit_bull)
569,hopper_miller_zhang_final0814.ipynb,3,82,82,18,44,Call1,apply,internal,enforcing,data.Breed.apply(pit_bull)
570,hopper_miller_zhang_final0814.ipynb,3,88,88,0,46,Assign2,,internal,enforcing,data['BlackCat'] = data.Color.apply(black_cat)
571,hopper_miller_zhang_final0814.ipynb,3,88,88,19,46,Call1,apply,internal,enforcing,data.Color.apply(black_cat)
572,hopper_miller_zhang_final0814.ipynb,3,91,91,7,19,Call1,isnull,internal,checking,pd.isnull(i)
573,hopper_miller_zhang_final0814.ipynb,3,93,93,0,39,Assign2,,internal,enforcing,data['Named'] = data.Name.apply(naming)
574,hopper_miller_zhang_final0814.ipynb,3,93,93,16,39,Call1,apply,internal,enforcing,data.Name.apply(naming)
575,hopper_miller_zhang_final0814.ipynb,3,99,99,29,48,Call1,replace,internal,enforcing,"i.replace("" "", ""-"")"
576,hopper_miller_zhang_final0814.ipynb,3,100,100,29,48,Call1,replace,internal,enforcing,"i.replace(""/"", "" "")"
577,hopper_miller_zhang_final0814.ipynb,3,106,106,0,48,Assign2,,internal,enforcing,data['OrderedColor'] = data.Color.apply(reorder)
578,hopper_miller_zhang_final0814.ipynb,3,106,106,23,48,Call1,apply,internal,enforcing,data.Color.apply(reorder)
579,hopper_miller_zhang_final0814.ipynb,3,107,107,0,48,Assign2,,internal,enforcing,data['OrderedBreed'] = data.Breed.apply(reorder)
580,hopper_miller_zhang_final0814.ipynb,3,107,107,23,48,Call1,apply,internal,enforcing,data.Breed.apply(reorder)
581,hopper_miller_zhang_final0814.ipynb,4,19,19,0,91,Assign2,,internal,enforcing,"data[""ConvertedAge""] = data.groupby(""AnimalType"").transform(lambda x: x.fillna(x.median()))"
